Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20251371,03/25/2025,04/25/2025,2025,Residential   Construction/repair/demolition,20886
2014306,03/04/2014,05/21/2014,2014,Residential   Mechanical,20901
20151867,07/02/2015,07/28/2015,2015,Residential   Construction/repair/demolition,20817
21071,11/25/2008,03/02/2009,2008,Residential   Mechanical,20886
20251822,06/13/2025,11/06/2025,2025,Industrial/commercial   Refuse Noise Collection,20854
17050,12/20/2005,05/25/2006,2005,Residential   Mechanical,20904
20151812,06/18/2015,06/25/2015,2015,Industrial/commercial  construction/repair/demolit,20816
20171435,04/14/2017,08/30/2017,2017,Industrial/commercial  construction/repair/demolit,20850
20211542,04/09/2021,05/04/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20854
19128,06/01/2007,06/18/2007,2007,Industrial/commercial  construction/repair/demolit,20861
2205,07/02/2001,07/11/2001,2001,Industrial/commercial   Refuse Noise Collection,20815
20151248,03/24/2015,04/22/2015,2015,Residential   Construction/repair/demolition,20854
14569,04/30/2004,06/28/2004,2004,Residential   El  Amplification Equip,20886
20151833,06/23/2015,08/03/2015,2015,Industrial/commercial   Electrical Amp Equip,20854
23006,03/09/2010,05/14/2010,2010,Waiver Request,20815
25189,07/01/2011,09/07/2011,2011,Industrial/commercial   Equipment Noise,20874
7863,09/18/1997,10/09/1997,1997,Industrial/commercial   Refuse Noise Collection,20852
7398,05/23/1997,06/06/1997,1997,Residential House/yard,20814
20131006,08/01/2013,10/04/2013,2013,Residential   Construction/repair/demolition,20817
5639,04/08/1996,06/03/1996,1996,Residential   El  Amplification Equip,20850
20252917,11/03/2025,11/18/2025,2025,Leaf Blower Use   Petro Fueled,20817
20253334,12/12/2025,01/29/2026,2025,Industrial/commercial  construction/repair/demolit,20814
20221382,03/29/2022,05/24/2022,2022,Industrial/commercial   Equipment Noise,20902
10269,09/08/1998,09/28/1998,1998,Industrial/commercial  construction/repair/demolit,20814
20212167,07/28/2021,09/03/2021,2021,Residential   Construction/repair/demolition,20903
7800,10/23/1997,11/04/1997,1997,Industrial/commercial   Equipment Noise,20850
20182219,08/30/2018,09/18/2018,2018,Residential   Construction/repair/demolition,20850
20253114,11/20/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20853
20231346,03/21/2023,05/09/2023,2023,Industrial/commercial  construction/repair/demolit,20816
8901,08/04/1999,12/10/1999,1999,Residential House/yard,20832
20191973,06/19/2019,07/26/2019,2019,Residential Muti Tenant Dwelling,20816
7948,10/07/1997,10/28/1997,1997,Industrial/commercial   Refuse Noise Collection,20853
20141146,08/22/2014,09/04/2014,2014,Industrial/commercial  construction/repair/demolit,20852
10345,08/19/1998,09/08/1998,1998,Residential   El  Amplification Equip,20878
22714,11/30/2009,01/19/2010,2009,Residential   Construction/repair/demolition,20814
20191809,05/20/2019,07/10/2019,2019,Waiver Request,20904
10312,08/07/1998,08/24/1998,1998,Industrial/commercial   Equipment Noise,20841
20253314,12/10/2025,01/05/2026,2025,Leaf Blower Use   Petro Fueled,20854
20182069,07/20/2018,10/09/2018,2018,Waiver Request,20910
20181893,06/09/2018,06/25/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20904
20241465,04/01/2024,04/25/2024,2024,Residential   Mechanical,20815
26579,06/25/2012,11/14/2012,2012,Residential   Mechanical,20854
18481,12/14/2006,01/18/2007,2006,Industrial/commercial  construction/repair/demolit,20852
25633,10/31/2011,10/22/2012,2011,Industrial/commercial  construction/repair/demolit,20902
20172373,10/16/2017,11/17/2017,2017,Residential   Construction/repair/demolition,20904
20171637,05/31/2017,01/26/2018,2017,Industrial/commercial   Equipment Noise,20852
626,06/22/2000,09/27/2000,2000,Industrial/commercial  construction/repair/demolit,20817
20151074,01/28/2015,01/29/2015,2015,Industrial/commercial  construction/repair/demolit,20814
20252867,10/29/2025,11/19/2025,2025,Leaf Blower Use   Petro Fueled,20901
20253388,12/19/2025,01/14/2026,2025,Leaf Blower Use   Petro Fueled,20895
19539,09/25/2007,10/03/2007,2007,Residential   El  Amplification Equip,20901
20192286,08/22/2019,12/12/2019,2019,Residential   Mechanical,20850
1989900226,09/01/1989,10/12/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,20837
20252548,09/21/2025,10/21/2025,2025,Leaf Blower Use   Petro Fueled,20902
20201257,02/28/2020,03/13/2020,2020,Residential   Construction/repair/demolition,20904
7639,08/01/1997,10/16/1997,1997,Residential House/yard,20837
20242428,10/11/2024,10/23/2024,2024,Industrial/commercial   Electrical Amp Equip,20910
19808,12/17/2007,05/16/2008,2007,Residential   El  Amplification Equip,20874
2014524,04/15/2014,05/12/2014,2014,Industrial/commercial   Electrical Amp Equip,20854
14900,06/29/2004,11/19/2004,2004,Residential   El  Amplification Equip,20910
20191613,04/22/2019,07/10/2019,2019,Industrial/commercial   Equipment Noise,20815
20182277,09/17/2018,09/24/2018,2018,Residential   El  Amplification Equip,20853
13666,10/24/2003,10/07/2004,2003,Residential   Motor Vehicle Noise,20853
21788,05/28/2009,06/17/2009,2009,Residential   Construction/repair/demolition,20854
1403,03/13/2001,06/01/2001,2001,Industrial/commercial  construction/repair/demolit,20910
13517,09/30/2003,10/23/2003,2003,Residential   Mechanical,20816
20191887,06/03/2019,07/08/2019,2019,Residential   Motor Vehicle Noise,20882
25296,08/03/2011,08/22/2011,2011,Industrial/commercial   heat Pump/ac Noise,20852
20334,05/08/2008,07/01/2008,2008,Industrial/commercial   Equipment Noise,20814
20161900,07/08/2016,09/29/2016,2016,Waiver Request,20850
20212161,07/26/2021,08/17/2021,2021,Residential   Construction/repair/demolition,20816
4513,05/09/1995,06/30/1995,1995,Industrial/commercial   Equipment Noise,20872
15578,11/19/2004,03/28/2005,2004,Industrial/commercial   Refuse Noise Collection,20904
21488,03/23/2009,06/01/2009,2009,Residential   El  Amplification Equip,20877
20231821,06/21/2023,07/14/2023,2023,Residential   Construction/repair/demolition,20895
20252876,10/30/2025,11/17/2025,2025,Leaf Blower Use   Petro Fueled,20874
20242513,10/29/2024,02/12/2025,2024,Waiver Request,20852
7784,10/22/1997,11/03/1997,1997,Industrial/commercial   Electrical Amp Equip,20852
20253064,11/17/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20815
617,06/20/2000,10/02/2000,2000,Industrial/commercial   Equipment Noise,20814
21643,04/23/2009,05/19/2009,2009,Residential   Motor Vehicle Noise,20882
18202,10/02/2006,10/11/2006,2006,Industrial/commercial  construction/repair/demolit,20841
20182330,09/26/2018,11/13/2018,2018,Waiver Request,20854
26289,04/20/2012,05/22/2012,2012,Residential   El  Amplification Equip,20904
2152,08/02/2001,08/07/2001,2001,Industrial/commercial  construction/repair/demolit,20850
20171615,05/25/2017,07/11/2017,2017,Industrial/commercial   Electrical Amp Equip,20910
20221774,06/10/2022,06/27/2022,2022,Residential   Construction/repair/demolition,20854
18131,09/11/2006,11/24/2006,2006,Residential   El  Amplification Equip,20886
26920,08/23/2012,01/17/2013,2012,Waiver Request,20850
20212501,10/05/2021,10/11/2021,2021,Information Request,20874
20151341,03/31/2015,04/23/2015,2015,Residential   Construction/repair/demolition,20854
20201578,04/14/2020,05/05/2020,2020,Residential   El  Amplification Equip,20903
16208,04/25/2005,08/31/2005,2005,Industrial/commercial  construction/repair/demolit,20879
20252655,10/03/2025,10/22/2025,2025,Leaf Blower Use   Petro Fueled,20832
17572,04/20/2006,12/04/2006,2006,Waiver Request,20872
10715,12/07/1998,12/21/1998,1998,Industrial/commercial   Equipment Noise,20874
20201600,04/16/2020,04/16/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20814
2014330,03/10/2014,03/31/2014,2014,Residential Muti Tenant Dwelling,20906
5553,03/25/1996,04/23/1996,1996,Industrial/commercial  construction/repair/demolit,20816
17607,05/01/2006,05/31/2006,2006,Residential   El  Amplification Equip,20817
2013112,01/22/2013,01/25/2013,2013,Industrial/commercial   Equipment Noise,20854
20251515,04/14/2025,06/02/2025,2025,Residential   Construction/repair/demolition,20895
8812,07/08/1999,08/07/2000,1999,Industrial/commercial   Equipment Noise,20815
20182551,11/26/2018,01/10/2019,2018,Residential   Construction/repair/demolition,20850
20253028,11/13/2025,11/16/2025,2025,Leaf Blower Use   Petro Fueled,20832
20251946,07/07/2025,01/05/2026,2025,Leaf Blower Use   Petro Fueled,20853
20131057,08/19/2013,09/04/2013,2013,Residential   El  Amplification Equip,20886
18850,04/05/2007,04/13/2007,2007,Residential   Construction/repair/demolition,20886
2285,07/25/2001,07/25/2001,2001,Industrial/commercial   Equipment Noise,20895
20241615,05/02/2024,10/02/2025,2024,Industrial/commercial   Electrical Amp Equip,20814
20252943,11/05/2025,,2025,Industrial/commercial   Equipment Noise,20912
20191370,03/21/2019,04/22/2019,2019,Waiver Request,20912
20201166,02/05/2020,02/13/2020,2020,Industrial/commercial   Equipment Noise,20814
20221041,01/13/2022,04/12/2022,2022,Industrial/commercial   Electrical Amp Equip,20910
20252441,09/09/2025,09/18/2025,2025,Leaf Blower Use   Petro Fueled,20817
20212797,12/02/2021,12/29/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20901
20211918,06/11/2021,08/03/2021,2021,Waiver Request,20814
8323,04/08/1999,04/17/2000,1999,Industrial/commercial   Equipment Noise,20814
8257,05/26/1999,07/16/1999,1999,Residential   El  Amplification Equip,20902
20252890,11/03/2025,11/21/2025,2025,Leaf Blower Use   Petro Fueled,20853
20162449,11/08/2016,11/14/2016,2016,Residential   Construction/repair/demolition,20906
636,06/23/2000,09/13/2000,2000,Industrial/commercial  construction/repair/demolit,20833
20252985,11/09/2025,11/21/2025,2025,Leaf Blower Use   Petro Fueled,20901
4978,10/03/1995,10/20/1995,1995,Industrial/commercial  construction/repair/demolit,20854
20460,06/11/2008,08/07/2008,2008,Residential   El  Amplification Equip,20852
20202310,08/13/2020,01/13/2021,2020,Noise Industrial/commercial   Leaf Blower Noise,20817
8483,08/30/1999,03/03/2000,1999,Residential House/yard,20874
20241945,07/03/2024,10/18/2024,2024,Industrial/commercial  construction/repair/demolit,20816
17135,01/05/2006,04/17/2006,2006,Information Request,20886
15622,12/06/2004,12/21/2004,2004,Residential   Motor Vehicle Noise,20886
20192444,09/27/2019,10/07/2019,2019,Residential   Construction/repair/demolition,20817
20131232,10/08/2013,12/03/2013,2013,Industrial/commercial   Equipment Noise,20878
20202645,10/19/2020,12/10/2020,2020,Industrial/commercial  construction/repair/demolit,20910
20171881,06/22/2017,07/31/2017,2017,Residential   El  Amplification Equip,20879
25657,11/08/2011,12/28/2011,2011,Industrial/commercial   Equipment Noise,20842
20221784,06/12/2022,08/03/2022,2022,Waiver Request,20814
17720,05/31/2006,07/14/2006,2006,Industrial/commercial  construction/repair/demolit,20814
7632,07/31/1997,08/22/1997,1997,Industrial/commercial  construction/repair/demolit,20854
20252875,10/29/2025,,2025,Waiver Request,20901
9588,03/05/1998,05/05/1998,1998,Residential House/yard,20815
7750,08/27/1997,10/21/1997,1997,Industrial/commercial   Equipment Noise,20901
20222589,12/21/2022,01/09/2023,2022,Residential   Mechanical,20886
20252866,10/29/2025,11/13/2025,2025,Residential House/yard,20903
20191046,01/16/2019,03/06/2019,2019,Residential Muti Tenant Dwelling,20879
20212246,08/12/2021,12/08/2021,2021,Residential   El  Amplification Equip,20874
14867,06/24/2004,12/13/2004,2004,Residential   El  Amplification Equip,20874
21559,04/07/2009,09/28/2009,2009,Industrial/commercial   Equipment Noise,20842
20252536,09/18/2025,02/05/2026,2025,Leaf Blower Use   Petro Fueled,20850
23370,05/20/2010,06/25/2010,2010,Industrial/commercial   Electrical Amp Equip,20902
8694,06/04/1999,06/04/1999,1999,Residential   Motor Vehicle Noise,20882
20192107,07/15/2019,07/22/2019,2019,Industrial/commercial   Electrical Amp Equip,20910
20141402,10/29/2014,11/05/2014,2014,Industrial/commercial  construction/repair/demolit,20910
20241731,05/28/2024,10/01/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20902
8172,05/06/1999,06/02/1999,1999,Industrial/commercial   Equipment Noise,20902
9300,12/08/1999,01/06/2000,1999,Industrial/commercial   Equipment Noise,20895
20253031,11/13/2025,12/02/2025,2025,Leaf Blower Use   Petro Fueled,20854
2013570,05/29/2013,06/06/2013,2013,Residential   Construction/repair/demolition,20855
20151458,04/16/2015,04/17/2015,2015,Industrial/commercial  construction/repair/demolit,20814
20212241,08/10/2021,10/01/2021,2021,Industrial/commercial   Equipment Noise,20910
20171667,06/06/2017,08/31/2017,2017,Residential   El  Amplification Equip,20901
22941,02/12/2010,02/18/2010,2010,Industrial/commercial   Equipment Noise,20910
20221411,04/04/2022,04/18/2022,2022,Industrial/commercial   heat Pump/ac Noise,20852
20192114,07/15/2019,08/20/2019,2019,Industrial/commercial   Refuse Noise Collection,20852
20202848,12/01/2020,01/04/2021,2020,Residential Muti Tenant Dwelling,20886
23666,08/05/2010,09/07/2010,2010,Residential   Construction/repair/demolition,20817
6362,09/25/1996,11/30/1996,1996,Industrial/commercial  construction/repair/demolit,20854
20211969,06/21/2021,07/28/2021,2021,Residential   El  Amplification Equip,20878
952,09/14/2000,11/15/2000,2000,Residential House/yard,20912
20171663,06/05/2017,02/28/2018,2017,Industrial/commercial   Equipment Noise,20906
20211680,05/03/2021,07/12/2021,2021,Industrial/commercial   Equipment Noise,20817
20181902,06/13/2018,07/17/2018,2018,Residential   Construction/repair/demolition,20872
21477,03/19/2009,04/16/2009,2009,Industrial/commercial  construction/repair/demolit,20910
19189,06/13/2007,01/24/2008,2007,Industrial/commercial  construction/repair/demolit,20852
20161967,07/26/2016,08/22/2016,2016,Residential Muti Tenant Dwelling,20850
20253238,12/04/2025,12/29/2025,2025,Leaf Blower Use   Petro Fueled,20817
2013872,07/01/2013,08/28/2013,2013,Industrial/commercial   Equipment Noise,20818
20252672,10/05/2025,10/23/2025,2025,Leaf Blower Use   Petro Fueled,20850
2014769,05/20/2014,07/22/2014,2014,Waiver Request,20854
24720,04/28/2011,10/04/2011,2011,Residential   Construction/repair/demolition,20814
2014874,06/16/2014,07/08/2014,2014,Residential   Construction/repair/demolition,20874
20252907,11/03/2025,12/10/2025,2025,Leaf Blower Use   Petro Fueled,20814
7086,04/08/1997,04/18/1997,1997,Industrial/commercial   Equipment Noise,20895
20232145,08/25/2023,02/29/2024,2023,Waiver Request,20815
5811,05/09/1996,08/07/1996,1996,Residential   Motor Vehicle Noise,20874
20252451,09/10/2025,10/07/2025,2025,Leaf Blower Use   Petro Fueled,20910
27321,11/27/2012,12/12/2012,2012,Industrial/commercial   Electrical Amp Equip,20009
4011,01/26/1995,06/20/1995,1995,Industrial/commercial   Equipment Noise,20832
20251442,04/01/2025,08/21/2025,2025,Residential   El  Amplification Equip,20906
23987,10/21/2010,02/22/2011,2010,Industrial/commercial  construction/repair/demolit,20910
20222263,09/21/2022,10/10/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20910
8714,05/16/1999,07/08/1999,1999,Residential House/yard,20904
20252594,09/28/2025,10/20/2025,2025,Leaf Blower Use   Petro Fueled,20853
2013414,04/23/2013,05/02/2013,2013,Industrial/commercial   Equipment Noise,20850
20161632,06/08/2016,08/25/2016,2016,Industrial/commercial   Equipment Noise,20816
20151018,01/09/2015,03/13/2015,2015,Residential   Mechanical,20874
7585,07/22/1997,10/02/1997,1997,Industrial/commercial   Equipment Noise,20817
2014977,07/11/2014,08/05/2014,2014,Residential   Mechanical,20874
20202172,07/15/2020,07/22/2020,2020,Residential   Construction/repair/demolition,20910
20071,03/17/2008,05/16/2008,2008,Industrial/commercial   Equipment Noise,20832
20252361,08/28/2025,10/07/2025,2025,Leaf Blower Use   Petro Fueled,20832
26643,07/11/2012,07/23/2012,2012,Industrial/commercial  construction/repair/demolit,20850
25929,01/19/2012,02/01/2012,2012,Residential Muti Tenant Dwelling,20906
20252909,11/03/2025,11/04/2025,2025,Leaf Blower Use   Petro Fueled,20817
20211465,03/29/2021,05/19/2022,2021,Waiver Request,20910
20252543,09/21/2025,10/22/2025,2025,Leaf Blower Use   Petro Fueled,20815
20251473,04/04/2025,05/13/2025,2025,Industrial/commercial   Equipment Noise,20874
20241492,04/08/2024,07/24/2024,2024,Residential Muti Tenant Dwelling,20878
16731,09/07/2005,09/29/2005,2005,Industrial/commercial  construction/repair/demolit,20815
20246,04/21/2008,10/30/2008,2008,Residential   Mechanical,20815
4486,05/23/1995,06/27/1995,1995,Industrial/commercial   Equipment Noise,20895
10568,10/20/1998,10/26/1998,1998,Industrial/commercial  construction/repair/demolit,20876
20171228,02/28/2017,03/15/2017,2017,Industrial/commercial   Refuse Noise Collection,20872
20252023,07/17/2025,07/23/2025,2025,Industrial/commercial   Equipment Noise,20910
20171825,06/19/2017,07/06/2017,2017,Residential   El  Amplification Equip,20882
15902,02/09/2005,03/15/2005,2005,Industrial/commercial   Equipment Noise,20816
4927,09/18/1995,09/29/1995,1995,Industrial/commercial   Equipment Noise,20832
20182633,12/14/2018,12/19/2018,2018,Residential Muti Tenant Dwelling,20895
20253343,12/15/2025,,2025,Residential Muti Tenant Dwelling,20903
