license_type,license_number,issue_date,expiration_date,primary_applicant,business_name,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC3815,04/08/2005,04/08/2027,"Legend Builders, Inc.","LEGEND BUILDERS, INC.",307 Compton Ave,Laurel,MD,20707,(301)490-3651x,POINT (-76.84976 39.09923),2005,2027
BUILDING CONTRACTORS LICENSE,BC229768,03/07/2023,03/07/2027,"PurBilt, Inc.",NA,646A Main St,Laurel,MD,20707,(301)842-7230,POINT (-76.85358 39.10843),2023,2027
BUILDING CONTRACTORS LICENSE,BC229888,04/28/2023,04/28/2025,"Caruso Homes on Your Lot MD 1, LLC",NA,2120 Baldwin Avenue,Crofton,MD,21114,(301)261-0277,POINT (-76.69497 38.99168),2023,2025
BUILDING CONTRACTORS LICENSE,BC232187,03/11/2025,03/11/2027,CM Strathmore LLC,NA,1355 Beverly Road,McLean,VA,22101,(703)734-9855,POINT (-77.17757 38.93675),2025,2027
BUILDING CONTRACTORS LICENSE,BC226399,12/05/2018,12/05/2026,"JT Custom Builders, LLC",NA,3860 W. Watersville Rd.,Mt. Airy,MD,21771,(240)651-4200,POINT (-77.13034 39.37649),2018,2026
BUILDING CONTRACTORS LICENSE,BC226738,05/08/2019,05/08/2027,"GIBSON HOMES, LLC",NA,5272 River Road #600,Bethesda,MD,20816,(202)364-1555,POINT (-77.10536 38.96573),2019,2027
BUILDING CONTRACTORS LICENSE,BC232207,03/18/2025,03/18/2027,"ASP 5901 Kingswood Road, LLC",NA,"5283 Corporate Dr, Ste 300",Frederick,MD,21703,(240)405-1345,POINT (-77.418583 39.378334),2025,2027
BUILDING CONTRACTORS LICENSE,BC232267,03/19/2025,03/19/2027,Southglen Investment LLC,NA,8118 Spring Hill Farm Dr.,McLean,VA,22102,(301)785-5743,POINT (-77.22649 38.9482),2025,2027
BUILDING CONTRACTORS LICENSE,BC0317,03/31/1999,03/30/2027,"PULTE HOME COMPANY, LLC","PULTE HOME COMPANY, LLC","9302 Lee Highway,",FAIRFAX,VA,22031,(703)934-9300,POINT (-77.26517 38.87276),1999,2027
BUILDING CONTRACTORS LICENSE,BC0885,03/08/1999,03/08/2027,"DESIGN TECH BUILDERS, INC.","DESIGN TECH BUILDERS, INC.",801  WAYNE  AVENUE,SILVER SPRING,MD,20910,(301)565-0886x,POINT (-77.0222 38.99702),1999,2027
BUILDING CONTRACTORS LICENSE,BC3623,06/11/2001,05/04/2027,"J.W. SHIPLEY, INC.","J.W. SHIPLEY, INC.",5870 TEN ESTATES DRIVE,WOODBINE,MD,21797,(410)596-5114,POINT (-77.06987 39.41446),2001,2027
BUILDING CONTRACTORS LICENSE,BC3828,06/21/2005,06/21/2027,"Washington Metropolitan Homes, LLC","WASHINGTON METRO. HOMES, LLC",11300 Huntover Drive,Rockville,MD,20852,(240)832-8769,POINT (-77.12837 39.04076),2005,2027
BUILDING CONTRACTORS LICENSE,BC228471,05/04/2021,05/04/2027,Gadistro Corp,NA,12909 Glen Mill Road,Potomac,MD,20854,(240)687-0914,POINT (-77.21367 39.06766),2021,2027
BUILDING CONTRACTORS LICENSE,BC232327,04/01/2025,04/01/2027,Prive Development Group LLC,NA,11077 Pelham Manor Place,Reston,VA,20194,(571)213-3351,POINT (-77.32824 38.97644),2025,2027
BUILDING CONTRACTORS LICENSE,BC232328,04/01/2025,04/01/2027,VC Homes LLC,NA,4080 Lafayette Center Dr.,Chantilly,VA,20151,(703)491-0700,POINT (-77.47109 38.90811),2025,2027
BUILDING CONTRACTORS LICENSE,BC232307,04/01/2025,04/01/2027,"Caruso Homes on Your Lot MD 1, LLC",NA,"2120 Baldwin Avenue, Suite 200",Crofton,MD,21114,(301)261-0277,POINT (-76.69497 38.99168),2025,2027
BUILDING CONTRACTORS LICENSE,BC232347,04/02/2025,04/02/2027,Ivy Hill Design & Build LLC,NA,43204 Lighthouse Place,Chantilly,VA,20152,(301)409-7337,POINT (-77.50895 38.91165),2025,2027
BUILDING CONTRACTORS LICENSE,BC3395,05/06/1999,05/06/2003,JOHN RUSSO,"RUSSO'S CONSTRUCTION CO., INC.",15915  BATSON  ROAD,SPENCERVILLE,MD,20868,NA,POINT (-76.9663 39.11723),1999,2003
BUILDING CONTRACTORS LICENSE,BC228395,04/07/2021,04/07/2027,"M.A. WINFIELD BUILDERS, LLC",NA,7555 Jenn Drive,Woodbine,MD,21797,(202)669-5380,POINT (-77.02835 39.36721),2021,2027
BUILDING CONTRACTORS LICENSE,BC3917,04/11/2007,04/12/2027,"RAD DEVELOPMENT GROUP, INC.","RAD DEVELOPMENT GROUP, INC.",10708 STANMORE DRIVE,POTOMAC,MD,20854,(202)607-8181x,POINT (-77.2197 39.01278),2007,2027
BUILDING CONTRACTORS LICENSE,BC233429,01/06/2026,01/06/2028,BC Glenbrook LLC,NA,1355 Beverly Rd,McLean,VA,22101,(703)748-5872,POINT (-77.17757 38.93675),2026,2028
BUILDING CONTRACTORS LICENSE,BC230507,01/05/2024,01/05/2028,Chang Sub Lee & Mi Ouk Lee,NA,9305 Inglewood Ct,Potomac,MD,20845,(301)424-1940,POINT (-77.18374 39.01042),2024,2028
BUILDING CONTRACTORS LICENSE,BC3328,01/17/1998,01/17/2028,"ALLEGHENY BUILDERS & CONTRACTORS, INC.","ALLEGHENY BLDGS & CONTR., INC.",25205  Bonny Brook Lane,Gaithersburg,MD,20882,(301)922-6138,POINT (-77.18978 39.27237),1998,2028
BUILDING CONTRACTORS LICENSE,BC2986,01/17/1998,01/17/2028,T.R. SMITH Company,T.R. SMITH COMPANY,14401 DARNESTOWN ROAD,DARNESTOWN,MD,20874,(301)977-3474x,POINT (-77.2996 39.11031),1998,2028
BUILDING CONTRACTORS LICENSE,BC233430,01/06/2026,01/06/2028,Watkins Mill Development LLC,NA,1355 BEVERLY RD,MCLEAN,VA,22101,(703)734-9855,POINT (-77.17757 38.93675),2026,2028
BUILDING CONTRACTORS LICENSE,BC3801,01/12/2005,06/06/2027,"A/X CARPENTERS, LLC","A/X CARPENTERS, LLC",4108 WARNER STREET,KENSINGTON,MD,20895,(240)832-1359x,POINT (-77.08101 39.02758),2005,2027
BUILDING CONTRACTORS LICENSE,BC228475,05/05/2021,05/05/2027,ABS CONSTRUCTION CORPORATION,NA,19412 Pyrite Lane,Brookeville,MD,20833,(240)426-3971,POINT (-77.03818 39.17231),2021,2027
BUILDING CONTRACTORS LICENSE,BC3174,05/11/1999,05/11/2027,"ALLEN ROY BUILDERS, INC.","ALLEN ROY BUILDERS, INC.",1500 Ednor Rd,Silver Spring,MD,20905,(301)916-7664x,POINT (-76.98074 39.13761),1999,2027
BUILDING CONTRACTORS LICENSE,BC226739,05/08/2019,05/08/2027,"PMJ INVESTORS, LLC",NA,5210 Myer Ct.,Rockville,MD,20853,(301)318-3045,POINT (-77.10583 39.09561),2019,2027
BUILDING CONTRACTORS LICENSE,BC223909,06/28/2017,06/28/2027,"Elite Kitchens, Inc.",NA,12115J Parklawn Drive,Rockville,MD,20852,(301)881-2776,POINT (-77.10963 39.05706),2017,2027
BUILDING CONTRACTORS LICENSE,BC219621,06/02/2015,06/02/2027,"SUSTAINABLE DESIGN GROUP, INC.","SUSTAINABLE DESIGN GROUP, INC.",22923 WILDCAT ROAD,GAITHERSBURG,MD,20882,(301)428-1040,POINT (-77.20512 39.2318),2015,2027
BUILDING CONTRACTORS LICENSE,BC2427,05/07/1999,05/07/2027,"MICHAEL HARRIS DEV., INC.","MICHAEL HARRIS DEV., INC.",6345 Executive Boulevard,Rockville,MD,20852,(301)978-3630,POINT (-77.12585 39.0499),1999,2027
BUILDING CONTRACTORS LICENSE,BC228248,02/02/2021,02/02/2027,JER JOU CHENG & STEPHANIE MIN ENG,NA,24225 Kings Valley Road,Damascus,MD,20872,(253)642-6640,POINT (-77.23062 39.25391),2021,2027
BUILDING CONTRACTORS LICENSE,BC3178,06/07/1999,06/07/2027,"YLT CONSTRUCTION, INC.","YLT CONSTRUCTION, INC.",9909 CHAPEL ROAD,POTOMAC,MD,20854,(301)983-9128x,POINT (-77.21681 39.02159),1999,2027
BUILDING CONTRACTORS LICENSE,BC2763,07/07/1999,07/07/2027,"SANDY SPRING BUILDERS, LLC","SANDY SPRING BUILDERS, LLC",4705 WEST VIRGINIA AVENUE,BETHESDA,MD,20814,(301)913-5995,POINT (-77.0947 38.99071),1999,2027
BUILDING CONTRACTORS LICENSE,BC229892,05/02/2023,05/02/2027,"Fine Craft Contractors, Inc.",NA,104 Summit Hall Road,Gaithersburg,MD,20877,(301)330-9191,POINT (-77.2007 39.13199),2023,2027
BUILDING CONTRACTORS LICENSE,BC228577,06/09/2021,06/09/2027,Corey's Construction LLC,NA,4760 Zane A. Miller Drive,Waynesboro,PA,17268,(717)655-7014,POINT (-77.6197 39.77504),2021,2027
BUILDING CONTRACTORS LICENSE,BC2364,05/18/1999,05/18/2027,"BRADBERN CONSTRUCTION COMPANY, INC.","BRADBERN CONSTRUCTION CO., INC",204 Monroe Street,Rockville,MD,20850,(301)251-0756x,POINT (-77.1499 39.08031),1999,2027
BUILDING CONTRACTORS LICENSE,BC3991,06/16/2009,06/16/2027,"The Evergreene Companies, LLC",THE EVERGREENE COMPANIES,3684 Centerview Dr.,Chantilly,VA,20151,(703)667-7869,POINT (-77.42864 38.9027),2009,2027
BUILDING CONTRACTORS LICENSE,BC219407,05/06/2015,05/06/2027,"GIBBONS DESIGN-BUILD, INC.","GIBBONS DESIGN-BUILD, INC.",10707 KENILWORTH AVENUE,GARRETT PARK,MD,20896,(301)775-6829,POINT (-77.09511 39.0329),2015,2027
BUILDING CONTRACTORS LICENSE,BC229909,05/24/2023,05/24/2027,Gumercindo E Espinoza & Martha Pinares,NA,26110 Howard Chapel Dr,Damascus,MD,20872,NA,POINT (-77.19621 39.28716),2023,2027
BUILDING CONTRACTORS LICENSE,BC229891,05/01/2023,05/01/2027,Ed Stipp,NA,14504 Carona Drive,Silver Spring,MD,20905,(301)536-1665,POINT (-77.02734 39.095),2023,2027
BUILDING CONTRACTORS LICENSE,BC232427,05/02/2025,05/02/2027,Zhixiong Shi,NA,514 N. Horners Ln,Rockville,MD,20850,(240)888-3412,POINT (-77.1435 39.09171),2025,2027
BUILDING CONTRACTORS LICENSE,BC232447,05/06/2025,05/06/2027,Absolute Building & Construction LLC,NA,6805 Fallard Place,Frederick,MD,21703,(202)468-8662,POINT (-77.4381 39.3821),2025,2027
BUILDING CONTRACTORS LICENSE,BC232449,05/06/2025,05/06/2027,DSN LLC,NA,4207 Kerrigan Lane,Fairfax,VA,22030,(571)992-6682,POINT (-77.34248 38.85309),2025,2027
BUILDING CONTRACTORS LICENSE,BC232448,05/06/2025,05/06/2027,Biskup Home Improvement LLC,NA,20056 Gateshead Cir.,Germantown,MD,20876,(240)425-3760,POINT (-77.23254 39.18304),2025,2027
BUILDING CONTRACTORS LICENSE,BC232451,05/06/2025,05/06/2027,"Millennium Homes, Inc.",NA,14181 Travilah Rd,Rockville,MD,20850,(301)237-1656,POINT (-77.21472 39.08851),2025,2027
BUILDING CONTRACTORS LICENSE,BC232450,05/06/2025,05/06/2027,"Hopkins & Porter Construction, Inc.",NA,12944-C Travilah Road,Potomac,MD,20854,(301)840-9121,POINT (-77.26372 39.06807),2025,2027
BUILDING CONTRACTORS LICENSE,BC232452,05/06/2025,05/06/2027,Oak Hill Construction LLC,NA,16910 Oak Hill Rd,Silver Spring,MD,20905,(301)421-4155,POINT (-76.9683 39.13456),2025,2027
BUILDING CONTRACTORS LICENSE,BC222626,01/06/2016,01/06/2028,ZUCKERMAN BUILDERS LLC,NA,5013 SMALLWOOD DRIVE,BETHESDA,MD,20816,(301)654-5686,POINT (-77.09993 38.95948),2016,2028
BUILDING CONTRACTORS LICENSE,BC228829,11/04/2021,11/04/2027,Leo's Contracting LLC,NA,5406 Marshalls Choice Drive #63,Bowie,MD,20720,(202)705-4904,POINT (-76.78525 38.96444),2021,2027
BUILDING CONTRACTORS LICENSE,BC228905,01/07/2022,01/07/2028,"Capital Ideas, LLC",NA,14117 Chesterfield Road,Rockville,MD,20853,(301)928-7871,POINT (-77.08532 39.08896),2022,2028
BUILDING CONTRACTORS LICENSE,BC233434,01/14/2026,01/14/2028,JTL Developer Corporation,NA,5406 Marshalls Choice Dr,Bowie,MD,20720,(202)705-4904,POINT (-76.78525 38.96444),2026,2028
BUILDING CONTRACTORS LICENSE,BC222724,02/11/2016,02/11/2028,"USA SERVICES, LLC","USA SERVICES, LLC",1013 SOUTH BELGRADE ROAD,SILVER SPRING,MD,20902,(240)447-8051,POINT (-77.02763 39.04116),2016,2028
BUILDING CONTRACTORS LICENSE,BC228910,01/12/2022,01/12/2028,HOMETOWN COLLECTION LIMITED LIABILITY COMPANY,NA,406 Tschiffely Square Rd,Gaithersburg,MD,20878,(301)370-5304,POINT (-77.2441 39.12149),2022,2028
BUILDING CONTRACTORS LICENSE,BC227537,02/04/2020,02/04/2028,"ENVIROCARE, LLC",NA,2257 Lewis Ave,Rockville,MD,20851,(240)200-4079,POINT (-77.12299 39.06527),2020,2028
BUILDING CONTRACTORS LICENSE,BC233431,01/14/2026,01/14/2028,Artisan Investments LLC,NA,244 N. Market St,Frederick,MD,21701,(301)524-4471,POINT (-77.41054 39.41772),2026,2028
BUILDING CONTRACTORS LICENSE,BC3853,11/09/2005,01/12/2028,"CASTLEWOOD CONSULTING, LLC","CASTLEWOOD CONSULTING, LLC",4963 Elm St.,BETHESDA,MD,20814,(301)347-1627x,POINT (-77.09799 38.98207),2005,2028
BUILDING CONTRACTORS LICENSE,BC233432,01/14/2026,01/14/2028,Decatur LLC,NA,511 Ashton Rd,Ashton,MD,20861,(301)370-1188,POINT (-76.99917 39.15517),2026,2028
BUILDING CONTRACTORS LICENSE,BC228985,02/03/2022,02/03/2028,Mabna Construction LLC,NA,2326 S Queen St,Arlington,VA,22202,(202)909-3426,POINT (-77.07289 38.85228),2022,2028
BUILDING CONTRACTORS LICENSE,BC229064,03/01/2022,03/01/2028,Kader Construction Builders L.L.C.,NA,6505 Milwood Road,Bethesda,MD,20817,(301)320-8000,POINT (-77.12044 38.97459),2022,2028
BUILDING CONTRACTORS LICENSE,BC227536,02/04/2020,02/04/2028,"WINMAR CONSTRUCTION, INC.",NA,11800 Sunrise Valley Dr,Reston,VA,20191,(202)446-0776,POINT (-77.35484 38.94935),2020,2028
BUILDING CONTRACTORS LICENSE,BC233433,01/14/2026,01/14/2028,"Structure, LLC",NA,4810 Creek Shore Dr,Rockville,MD,20852,(240)994-1520,POINT (-77.0962 39.04342),2026,2028
BUILDING CONTRACTORS LICENSE,BC232467,05/08/2025,05/08/2027,WMB LLC,NA,10842 Meadowlea Rd,Owings Mills,MD,21117,(703)626-7861,POINT (-76.80127 39.42737),2025,2027
BUILDING CONTRACTORS LICENSE,BC3838,08/15/2005,08/15/2027,"TULACRO DEVELOPMENT, LLC","TULACRO DEVELOPMENT, LLC",9320 Hollyoak Drive,Bethesda,MD,20817,(301)455-8226x,POINT (-77.16417 39.01017),2005,2027
BUILDING CONTRACTORS LICENSE,BC226741,05/09/2019,05/09/2027,"SAFA HOMES, INC",NA,5402 Lambeth Rd.,Bethesda,MD,20814,(301)814-8222,POINT (-77.10846 38.99129),2019,2027
BUILDING CONTRACTORS LICENSE,BC232487,05/13/2025,05/13/2027,"5519 Northfield, LLC",NA,1355 Beverly Road,McLean,VA,22101,(703)748-5872,POINT (-77.17757 38.93675),2025,2027
BUILDING CONTRACTORS LICENSE,BC226969,07/02/2019,07/02/2027,"ANDERSEN PRICE BUILDERS, LLC",NA,9603 Lake Braddock Drive,Burke,VA,22015,(717)587-1474,POINT (-77.27687 38.80097),2019,2027
BUILDING CONTRACTORS LICENSE,BC212702,01/14/2014,01/14/2028,Arcon Construction Co.,"ARCON CONSTRUCTION, CO.",4711 ROSEDALE AVENUE,BETHESDA,MD,20814,(301)654-9299,POINT (-77.095 38.99272),2014,2028
BUILDING CONTRACTORS LICENSE,BC232527,05/14/2025,05/14/2027,Fernando W. Sanchez & Mirian E. Giordano,NA,9106 Kittery Lane,Bethesda,MD,20817,(301)503-6499,POINT (-77.15202 39.00624),2025,2027
BUILDING CONTRACTORS LICENSE,BC3449,03/03/1998,03/03/2028,"POTOMAC VALLEY BUILDERS, LLC","POTOMAC VALLEY BUILDERS, LLC",5019 WILSON LANE,BETHESDA,MD,20814,(301)656-9422x,POINT (-77.09947 38.98733),1998,2028
BUILDING CONTRACTORS LICENSE,BC228908,01/11/2022,01/11/2028,TomKat Construction LLC,NA,7800 Airpark Road #6,Gaithersburg,MD,20879,(301)233-2190,POINT (-77.15872 39.17024),2022,2028
BUILDING CONTRACTORS LICENSE,BC232547,05/16/2025,05/16/2027,Randolph Road LLC,NA,8380 Colesville Road,Silver Spring,MD,20910,(301)990-0014,POINT (-77.03312 38.99297),2025,2027
BUILDING CONTRACTORS LICENSE,BC228574,06/08/2021,06/08/2027,"Ambition Custom Homes, LLC",NA,24331 Stringtown Road,Clarksburg,MD,20871,(301)440-0917,POINT (-77.24996 39.25579),2021,2027
BUILDING CONTRACTORS LICENSE,BC229893,05/02/2023,05/02/2027,Metropolitan Construction Company LLC,NA,7201 Wisconsin Avenue,Bethesda,MD,20814,(240)436-1200,POINT (-77.09296 38.98193),2023,2027
BUILDING CONTRACTORS LICENSE,BC3930,08/01/2007,08/01/2027,"DURHAM CONSTRUCTION, LLC","DURHAM  CONSTRUCTION, LLC",8906 DURHAM DRIVE,POTOMAC,MD,20854,(301)370-1134,POINT (-77.19032 39.00156),2007,2027
BUILDING CONTRACTORS LICENSE,BC3034,04/12/1991,04/12/1993,TAYLOR CONCEPTS INC,NA,6017 ROSELAND DRIVE,ROCKVILLE,MD,20850,(301)231-9076,POINT (-77.12377 39.0419),1991,1993
BUILDING CONTRACTORS LICENSE,BC232587,05/29/2025,05/29/2027,Frederick Windham,NA,2610 Randolph Rd,Silver Spring,MD,20902,(601)291-1548,POINT (-77.05484 39.05813),2025,2027
BUILDING CONTRACTORS LICENSE,BC232588,05/29/2025,05/29/2027,Ingrid Christian Gardiner & Fitzroy E. Gardiner Jr,NA,6512 Kansas Ln,Takoma Park,MD,20912,(202)497-0025,POINT (-77.00348 38.97051),2025,2027
BUILDING CONTRACTORS LICENSE,BC230251,08/24/2023,08/24/2027,"Sepkia, LLC",NA,8608 Snowhill Ct,Potomac,MD,20854,(301)661-6644,POINT (-77.17769 39.022),2023,2027
BUILDING CONTRACTORS LICENSE,BC227120,08/15/2019,08/15/2027,CHRISTOPHER ALBINA,NA,11300 Huntover Dr.,Rockville,MD,20852,(240)832-8769,POINT (-77.12837 39.04076),2019,2027
BUILDING CONTRACTORS LICENSE,BC3988,05/29/2009,05/29/2027,"O'NEILL DEVELOPMENT, LLC",NA,11 RUSSELL AVENUE,GAITHERSBURG,MD,20877,(301)840-9310x,POINT (-77.19641 39.14336),2009,2027
BUILDING CONTRACTORS LICENSE,BC232627,06/02/2025,06/02/2027,Paz Castillo & Maria Castillo,NA,13102 Ideal Dr,Silver Spring,MD,20906,(301)509-6697,POINT (-77.04754 39.06968),2025,2027
BUILDING CONTRACTORS LICENSE,BC232628,06/02/2025,06/02/2027,Deian Stankov & Beatriz Stankov,NA,10111 Thornwood Rd,Kensington,MD,20895,(202)390-6767,POINT (-77.08635 39.02155),2025,2027
BUILDING CONTRACTORS LICENSE,BC232668,06/03/2025,06/03/2027,"Studio 76, LLC",NA,501 Church Street NE,Vienna,VA,22180,(703)272-8711,POINT (-77.25804 38.90942),2025,2027
BUILDING CONTRACTORS LICENSE,BC4053,06/24/2013,07/06/2027,"MARCO CONSTRUCTION, LLC","MARCO CONSTRUCTION, LLC",5811 FOLKSTONE ROAD,BETHESDA,MD,20817,(301)412-6777,POINT (-77.11738 39.00042),2013,2027
BUILDING CONTRACTORS LICENSE,BC229968,06/07/2023,06/07/2027,"Oasis Builders, LLC",NA,124 Castle Oak Court,Clarksburg,MD,20871,(202)975-3456,POINT (-77.24403 39.22169),2023,2027
BUILDING CONTRACTORS LICENSE,BC232667,06/03/2025,06/03/2027,Added Dimensions Inc.,NA,8401 Colesville Rd,Silver Spring,MD,20910,(301)270-0935,POINT (-77.0309 38.99435),2025,2027
BUILDING CONTRACTORS LICENSE,BC229065,03/03/2022,03/03/2028,"Bethel Regency Homes, LLC",NA,"4815 Prince George's Avenue, Suite 204",Beltsville,MD,NA,(301)937-7500,POINT (-76.90984 39.03943),2022,2028
BUILDING CONTRACTORS LICENSE,BC233449,02/03/2026,02/03/2028,Ohel Limited Liability Company,NA,1013 S. Belgrade Rd,Silver Spring,MD,20902,(202)374-8012,POINT (-77.02763 39.04116),2026,2028
BUILDING CONTRACTORS LICENSE,BC228944,01/25/2022,01/25/2028,"Rembrandt Homes, Inc",NA,5825 Rolling Drive,Derwood,Maryland,20855,(301)219-6326,POINT (-77.12318 39.17294),2022,2028
BUILDING CONTRACTORS LICENSE,BC224306,02/08/2018,02/08/2028,"Franco Construction, LLC",NA,4631 Araby Church Rd,Frederick,MD,21704,(240)848-3003,POINT (-77.38909 39.36245),2018,2028
BUILDING CONTRACTORS LICENSE,BC233448,02/03/2026,02/03/2028,Fairfield Enterprise LLC,NA,4451 Brookfield Corporate Dr,Chantilly,VA,20151,(703)342-6560,POINT (-77.4408 38.88214),2026,2028
BUILDING CONTRACTORS LICENSE,BC233447,02/03/2026,02/03/2028,Metropolitan Energy Savers CO,NA,12172 Hidden Brook Ter,North Potomac,MD,20878,(301)921-0708,POINT (-77.25101 39.10018),2026,2028
BUILDING CONTRACTORS LICENSE,BC213061,02/05/2014,02/05/2028,"COMPETENT BUILDERS & DEVELOPERS, LLC",Competent Builders,9920 Potomac Manors Drive,Potomac,MD,20854,(443)829-1830,POINT (-77.21511 39.01887),2014,2028
BUILDING CONTRACTORS LICENSE,BC3947,01/08/2008,01/25/2028,R. MILLER CONSTRUCTION CORP.,R. MILLER CONSTRUCTION CORP.,8120 WOODMONT AVENUE,BETHESDA,MD,20814,(240)752-9866x,POINT (-77.09679 38.99152),2008,2028
BUILDING CONTRACTORS LICENSE,BC222721,02/09/2016,02/09/2028,"ARCHITECTURAL METHOD, LLC",NA,10409 Holbrook Drive,POTOMAC,MD,20854,(301)980-5398,POINT (-77.21538 39.01222),2016,2028
BUILDING CONTRACTORS LICENSE,BC233450,02/03/2026,02/03/2028,"7100 Ridgewood, LLC",NA,8750 Brookville Rd,Silver Spring,MD,20910,(301)588-4747,POINT (-77.05644 39.00016),2026,2028
BUILDING CONTRACTORS LICENSE,BC232687,06/10/2025,06/10/2027,5511 Pollard LLC,NA,14 Tapiola Ct,Rockville,MD,20850,(240)449-9805,POINT (-77.15576 39.07188),2025,2027
BUILDING CONTRACTORS LICENSE,BC233451,02/05/2026,02/05/2028,Kamran Amjadi & Niaz Amiri-Amjadi,NA,7105 Wilson Ln.,Bethesda,MD,20817,(240)463-2680,POINT (-77.14505 38.97455),2026,2028
BUILDING CONTRACTORS LICENSE,BC230591,02/07/2024,02/07/2028,5810 Bradley BLVD LLC,NA,620 Mississippi Avenue,Silver Spring,MD,20910,(202)374-8012,POINT (-77.0141 38.99013),2024,2028
BUILDING CONTRACTORS LICENSE,BC232708,06/11/2025,06/11/2027,"Metro Home Builders, LLC",NA,913 Olney-Sandy Spring Road,Silver Spring,MD,20860,(301)570-1500,POINT (-77.02747 39.14959),2025,2027
BUILDING CONTRACTORS LICENSE,BC228614,07/08/2021,07/08/2027,"Kandel Construction Group, Inc.",NA,7108 Nevis Road,Bethesda,MD,20817,(301)983-4441,POINT (-77.14685 38.98107),2021,2027
BUILDING CONTRACTORS LICENSE,BC230607,02/08/2024,02/08/2028,"Winmar Homes, LLC",NA,2100 Reston Parkway,Reston,VA,21091,(202)494-0497,POINT (-77.36124 38.94374),2024,2028
BUILDING CONTRACTORS LICENSE,BC3830,07/12/2005,07/12/2027,"R & R CUSTOM HOMES, LLC","R & R CUSTOM HOMES, LLC","4905 DEL RAY AVENUE,#502",BETHESDA,MD,20814,(301)913-0085x,POINT (-77.09901 38.98964),2005,2027
BUILDING CONTRACTORS LICENSE,BC221063,09/01/2015,09/01/2027,"KOLBE DESIGNS, LLC","KOLBE DESIGNS, LLC",6511 E. HALBERT ROAD,BETHESDA,MD,20817,(301)252-6894,POINT (-77.14048 38.97597),2015,2027
BUILDING CONTRACTORS LICENSE,BC233452,02/06/2026,02/06/2028,Michael Taylor 7601 Brickyard LLC,NA,13008 New London Dr,Potomac,MD,20854,(240)478-1877,missing,2026,2028
BUILDING CONTRACTORS LICENSE,BC221086,09/01/2015,09/01/2027,"MAKI REMODELING, LLC","MAKI REMODELING, LLC",14 Tapiola Ct,Rockville,MD,20850,(240)449-9805,POINT (-77.15576 39.07188),2015,2027
BUILDING CONTRACTORS LICENSE,BC232707,06/11/2025,06/11/2027,EYA Construction LLC,NA,"4800 Hampden Lane, Suite 300",Bethesda,MD,20814,(301)634-8661,POINT (-77.09483 38.98274),2025,2027
BUILDING CONTRACTORS LICENSE,BC233454,02/11/2026,02/11/2028,Vladimir Gurevich and Yana Gurevich,NA,307 West Diamond Ave,Gaithersburg,MD,20877,(240)453-9790,POINT (-77.20871 39.14047),2026,2028
BUILDING CONTRACTORS LICENSE,BC232747,07/01/2025,07/01/2027,"Heritage Potomac Residential, LLC",NA,"5283 Corporate Drive, Ste 300",Frederick,MD,21703,(240)405-1333x4,POINT (-77.41859 39.37741),2025,2027
BUILDING CONTRACTORS LICENSE,BC226971,07/02/2019,07/02/2027,"BOWA BUILDERS, INC.",NA,7900 Westpark Drive,McLean,VA,22102,(703)734-9050,POINT (-77.21694 38.92405),2019,2027
BUILDING CONTRACTORS LICENSE,BC230207,08/02/2023,08/02/2027,"PSTA Residential, LLC",NA,5283 Corporate Drive,Frederick,MD,21703,(240)405-1334,POINT (-77.41859 39.37741),2023,2027
BUILDING CONTRACTORS LICENSE,BC232787,07/11/2025,07/11/2027,8916 Oneida Lane LLC,NA,3220 N St NW,Washington,DC,20007,(305)632-2787,POINT (-77.06392 38.90685),2025,2027
BUILDING CONTRACTORS LICENSE,BC3721,07/16/2003,07/16/2027,"CUSTOM CARPENTRY CONSTRUCTION, INC.","CUSTOM CARPENTRY CONSTR., INC.",10074 COLONIAL DRIVE,ELLICOTT CITY,MD,21042,(202)679-0260x,POINT (-76.86079 39.25329),2003,2027
BUILDING CONTRACTORS LICENSE,BC232807,07/17/2025,07/17/2027,Carl G. Becker,NA,4905 Brookeway Drive,Bethesda,MD,20816,(301)873-3221,POINT (-77.11272 38.95435),2025,2027
BUILDING CONTRACTORS LICENSE,BC232808,07/17/2025,07/17/2027,Amir Mirza Alikhani & Laleh Mosavati,NA,7231 Annapolis Rock Rd,Damascus,MD,20872,(240)401-5699,missing,2025,2027
BUILDING CONTRACTORS LICENSE,BC232809,07/17/2025,07/17/2027,Charles Ziegler & Isabella Bertani,NA,6433 Brookes Ln,Bethesda,MD,20816,(202)577-9031,POINT (-77.11876 38.94655),2025,2027
BUILDING CONTRACTORS LICENSE,BC232827,07/21/2025,07/21/2027,"Foxhall Redwood, LLC",NA,10525 Aubinoe Farm Drive,Bethesda,MD,20814,(240)381-1953,POINT (-77.12219 39.02894),2025,2027
BUILDING CONTRACTORS LICENSE,BC232829,07/21/2025,07/21/2027,"Foxhall Carmichael, LLC",NA,10525 Aubinoe Farm Drive,Bethesda,MD,20814,(240)381-1953,POINT (-77.12219 39.02894),2025,2027
BUILDING CONTRACTORS LICENSE,BC232828,07/21/2025,07/21/2027,"Foxhall Tanglewood, LLC",NA,10525 Aubinoe Farm Drive,Bethesda,MD,20814,(240)381-1953,POINT (-77.12219 39.02894),2025,2027
